brand,name,reviews.rating,reviews.text,reviews.title,combined_text,keyword_pos_great,keyword_pos_nice,keyword_pos_delicious,keyword_pos_excellent,keyword_pos_awesome,keyword_pos_fantastic,keyword_pos_favorite,keyword_pos_love,keyword_neg_isn,keyword_neg_never,keyword_neg_mistake,keyword_neg_disappointed,keyword_neg_not,keyword_neg_bad,keyword_neg_risk,keyword_neg_,review_label,sentiment_score,rating_label,matched_label
Jim Beam,Jim Beam174 Bourbon Whiskey - 1.75l Bottle,5.0,white label devil cut dash lemonad lime cordial enjoy jim,It is the first drink I check everytime,white label devil cut dash lemonad lime cordial enjoy jim first drink check everytim jim beam bourbon whiskey l bottl jim beam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-0.5106,1,0
Jim Beam,Jim Beam174 Bourbon Whiskey - 1.75l Bottle,5.0,best drink get,Yes I would buy again,best drink get ye would buy jim beam bourbon whiskey l bottl jim beam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0.6369,1,0
Jim Beam,Jim Beam174 Bourbon Whiskey - 1.75l Bottle,4.0,make manhatten,very reasonally priced,make manhatten reason price jim beam bourbon whiskey l bottl jim beam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0.0,1,0
Jim Beam,Jim Beam174 Bourbon Whiskey - 1.75l Bottle,5.0,best bourbon foundhav tour distilleri love brand,One fine bourbon,best bourbon foundhav tour distilleri love brand one fine bourbon jim beam bourbon whiskey l bottl jim beam,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.8807,1,1
Jim Beam,Jim Beam174 Bourbon Whiskey - 1.75l Bottle,5.0,red stag coke zero go drink wish bar restaur stock noth like good bourbon cherri kick,Red Stag stands alone,red stag coke zero go drink wish bar restaur stock noth like good bourbon cherri kick red stag stand alon jim beam bourbon whiskey l bottl jim beam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0.7964,1,0
Jim Beam,Jim Beam174 Bourbon Whiskey - 1.75l Bottle,5.0,like drpeper sip relax,Good taste,like drpeper sip relax good tast jim beam bourbon whiskey l bottl jim beam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0.8074,1,0
Jim Beam,Jim Beam174 Bourbon Whiskey - 1.75l Bottle,5.0,better other,The only whiskey I drink,better other whiskey drink jim beam bourbon whiskey l bottl jim beam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0.4404,1,0
Jim Beam,Jim Beam174 Bourbon Whiskey - 1.75l Bottle,5.0,drank year alway smooth tasti run shelv liquor store,Priced right and great quality,drank year alway smooth tasti run shelv liquor store price right great qualiti jim beam bourbon whiskey l bottl jim beam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0.6249,1,0
Jim Beam,Jim Beam174 Bourbon Whiskey - 1.75l Bottle,5.0,keep jim beam hand everi day week,Best bourbon on earth.,keep jim beam hand everi day week best bourbon earth jim beam bourbon whiskey l bottl jim beam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0.8126,1,0
Jim Beam,Jim Beam174 Bourbon Whiskey - 1.75l Bottle,5.0,typic neat ice cube light amber appear sweet woodi mossi nose mild moss white oak mellow wintergreen mint dri faintlycandi fruit flavor draw drinker explor pinpoint distil execut jim beam origin gradual finish ghost chocol powder fade highli recommend rjt,A Bourbon Legend,typic neat ice cube light amber appear sweet woodi mossi nose mild moss white oak mellow wintergreen mint dri faintlycandi fruit flavor draw drinker explor pinpoint distil execut jim beam origin gradual finish ghost chocol powder fade highli recommend rjt bourbon legend jim beam bourbon whiskey l bottl jim beam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0.7351,1,0
Jim Beam,Jim Beam174 Bourbon Whiskey - 1.75l Bottle,5.0,great toast drink ill drink,I would buy this drink over and over.,great toast drink ill drink would buy drink jim beam bourbon whiskey l bottl jim beam,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.3182,1,1
Jim Beam,Jim Beam174 Bourbon Whiskey - 1.75l Bottle,5.0,neat finger glass two week ago jb black label first time ive alway drank jack daniel love jack,Smooth,neat finger glass two week ago jb black label first time ive alway drank jack daniel love jack smooth jim beam bourbon whiskey l bottl jim beam,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.802,1,1
Jim Beam,Jim Beam174 Bourbon Whiskey - 1.75l Bottle,5.0,best tast defenetli smoothest around love,smoothy,best tast defenetli smoothest around love smoothi jim beam bourbon whiskey l bottl jim beam,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.8555,1,1
Jim Beam,Jim Beam174 Bourbon Whiskey - 1.75l Bottle,5.0,alway keep bottl jim bean liquor cabinet valu price incred mix great,Always in my liquor cabinet,alway keep bottl jim bean liquor cabinet valu price incred mix great alway liquor cabinet jim beam bourbon whiskey l bottl jim beam,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.6249,1,1
Jim Beam,Jim Beam174 Bourbon Whiskey - 1.75l Bottle,5.0,favorit mix drink whiskey sam best price handl well buy,Best price,favorit mix drink whiskey sam best price handl well buy best price jim beam bourbon whiskey l bottl jim beam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0.8885,1,0
Jim Beam,Jim Beam174 Bourbon Whiskey - 1.75l Bottle,5.0,best whiskey around price cant beat,Great product,best whiskey around price cant beat great product jim beam bourbon whiskey l bottl jim beam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0.2278,1,0
Jim Beam,Jim Beam174 Bourbon Whiskey - 1.75l Bottle,4.0,make manhatten,Very Reasonally Priced,make manhatten reason price jim beam bourbon whiskey l bottl jim beam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0.0,1,0
Jim Beam,Jim Beam174 Bourbon Whiskey - 1.75l Bottle,5.0,best bourbon foundhav tour distilleri love brand,One Fine Bourbon,best bourbon foundhav tour distilleri love brand one fine bourbon jim beam bourbon whiskey l bottl jim beam,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.8807,1,1
Yellow Tail,Yellow Tail174 Cabernet Sauvignon - 1.5l Bottle Bottle,5.0,drink yellow tail buy perfect wine price one love,It Is A Good Wine,drink yellow tail buy perfect wine price one love good wine yellow tail cabernet sauvignon l bottl bottl yellow tail,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.8957,1,1
El Jimador,El Jimador174 Tequila Reposado - 750ml Bottle,5.0,alway buy item walmart caus alway great price,Love,alway buy item walmart caus alway great price love el jimador tequila reposado ml bottl el jimador,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.8519,1,1
Basil Hayden's,Basil Hayden's174 Bourbon - 750ml Bottle,5.0,scotch drinker tast basil hayden first time chang opinion bourbon enjoy scotch bourbon bh top list bourbon,Awesome Bourbon,scotch drinker tast basil hayden first time chang opinion bourbon enjoy scotch bourbon bh top list bourbon awesom bourbon basil hayden bourbon ml bottl basil hayden,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0.6124,1,0
Basil Hayden's,Basil Hayden's174 Bourbon - 750ml Bottle,5.0,tasti bourbon,Love Basil Hayden's,tasti bourbon love basil hayden basil hayden bourbon ml bottl basil hayden,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0.6369,1,0
Basil Hayden's,Basil Hayden's174 Bourbon - 750ml Bottle,5.0,basil hayden gateway world burbon ever sinc held flavor profil gold standard tri other market bit alway find come back first love,Flavorful With A Smooth Finish,basil hayden gateway world burbon ever sinc held flavor profil gold standard tri other market bit alway find come back first love flavor smooth finish basil hayden bourbon ml bottl basil hayden,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.6369,1,1
Basil Hayden's,Basil Hayden's174 Bourbon - 750ml Bottle,5.0,outstand simpli outstand beverag spici light comfort finish stapl home bar rotat never let bottl get near empti without backfil fresh one,Spirit Of Choice,outstand simpli outstand beverag spici light comfort finish stapl home bar rotat never let bottl get near empti without backfil fresh one spirit choic basil hayden bourbon ml bottl basil hayden,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.3045,1,0
Cook's California Champagne,Cook's174 Brut Champagne - 750ml Bottle,5.0,love cook champagn howev drink brut would love extra dri becom avail sam mobil al,Cooks Champagne,love cook champagn howev drink brut would love extra dri becom avail sam mobil al cook champagn cook brut champagn ml bottl cook california champagn,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0.8555,1,1
Menage A Trois,Menage A Trois174 Silk Red Blend - 750ml Bottle,5.0,favorit red wine menag troi long time silk blend even better regular blend price remain afford qualiti remain consist good red blend,Very Drinkable,favorit red wine menag troi long time silk blend even better regular blend price remain afford qualiti remain consist good red blend drinkabl menag troi silk red blend ml bottl menag troi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0.7003,1,0
Gallo,Barefoot174 Riesling - 1.5l Bottle Bottle,5.0,mother turn barefoot riesl year back reflex alway choos given option,My Favourite Riesling,mother turn barefoot riesl year back reflex alway choos given option favourit riesl barefoot riesl l bottl bottl gallo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0.0,1,0
Davinci,Davinci174 Chianti - 750ml Bottle,5.0,tri find red wine smooth finish stuff exactli look,Love,tri find red wine smooth finish stuff exactli look love davinci chianti ml bottl davinci,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0.6369,1,0
Sauza,Hornitos Reposado Tequila - 750ml,5.0,perfect sip tequila chill neat,Excellente,perfect sip tequila chill neat excellent hornito reposado tequila ml sauza,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0.886,1,0
Sauza,Hornitos Reposado Tequila - 750ml,5.0,perfect sip tequila chill neat,Excellente,perfect sip tequila chill neat excellent hornito reposado tequila ml sauza,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0.886,1,0
Sauza,Hornitos Reposado Tequila - 750ml,5.0,buddi order shot stuff horn game frankli come tequila usual brace rough shot mayb im drink wrong stuff realli easi put back linger aftertast reason price good valu tequila your look,Solid tequila,buddi order shot stuff horn game frankli come tequila usual brace rough shot mayb im drink wrong stuff realli easi put back linger aftertast reason price good valu tequila your look solid tequila hornito reposado tequila ml sauza,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0.1027,1,0
Sauza,Hornitos Reposado Tequila - 750ml,5.0,straight ice,One of my favorite!,straight ice one favorit hornito reposado tequila ml sauza,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0.2263,1,0
Pinnacle,Pinnacle174 Whipped Cream Flavored Vodka - 750ml Bottle,5.0,drink choic realli want enjoy time alon,Amazing Drink,drink choic realli want enjoy time alon amaz drink pinnacl whip cream flavor vodka ml bottl pinnacl,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0.5423,1,0
Pinnacle,Pinnacle174 Whipped Cream Flavored Vodka - 750ml Bottle,5.0,make orang jello tast like creamsicl strawberri tast like strawberri cream lemon tast like lemon meringuei could go onget today,Makes The Best Jello Shots Ever!!,make orang jello tast like creamsicl strawberri tast like strawberri cream lemon tast like lemon meringuei could go onget today make best jello shot ever pinnacl whip cream flavor vodka ml bottl pinnacl,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0.8934,1,0
Pinnacle,Pinnacle174 Whipped Cream Flavored Vodka - 750ml Bottle,5.0,pinnacl make martini famili mani year late father discov year ago someon said par vodka fli south winter reason price tri bet youll love al,"""the Best Jerry, The Best""",pinnacl make martini famili mani year late father discov year ago someon said par vodka fli south winter reason price tri bet youll love al best jerri best pinnacl whip cream flavor vodka ml bottl pinnacl,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.9274,1,1
Pinnacle,Pinnacle174 Whipped Cream Flavored Vodka - 750ml Bottle,5.0,whip creme flavor vodka fabul keep freezer snifter want someth smooth dinner night cap love,Pinnacle Whipped Bodka,whip creme flavor vodka fabul keep freezer snifter want someth smooth dinner night cap love pinnacl whip bodka pinnacl whip cream flavor vodka ml bottl pinnacl,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.6705,1,1
Pinnacle,Pinnacle174 Whipped Cream Flavored Vodka - 750ml Bottle,5.0,everyth great product cheap price perfect tast mix flavor soda make delici,Love this product!,everyth great product cheap price perfect tast mix flavor soda make delici love product pinnacl whip cream flavor vodka ml bottl pinnacl,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.9186,1,1
Pinnacle,Pinnacle174 Whipped Cream Flavored Vodka - 750ml Bottle,5.0,love vodka drink vodka mani year far one best favorit vodka drink regularli usual grape juic also orang juic use make daiquiri mani frozen concoct,I Love This Stuff !!!!,love vodka drink vodka mani year far one best favorit vodka drink regularli usual grape juic also orang juic use make daiquiri mani frozen concoct love stuff pinnacl whip cream flavor vodka ml bottl pinnacl,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.9274,1,1
Skinnygirl,Skinnygirl174 Original Margarita - 750ml Bottle,2.0,seem miss someth much better margarita mix without addit,So So,seem miss someth much better margarita mix without addit skinnygirl origin margarita ml bottl skinnygirl,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0.3182,0,0
Mirassou,Mirassou174 Pinot Noir - 750ml Bottle,4.0,good summer red becom favorit reason price wine enjoy,Smooth And Fruity.,good summer red becom favorit reason price wine enjoy smooth fruiti mirass pinot noir ml bottl mirass,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0.7269,1,0
Seagram's,Seagram's174 Escapes Malt Beverage Variety Pack - 12pk / 12oz Bottles,5.0,love flavor buy great summer drink,seagrams escapes,love flavor buy great summer drink seagram escap seagram escap malt beverag varieti pack pk oz bottl seagram,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.8519,1,1
Seagram's,Seagram's174 Escapes Malt Beverage Variety Pack - 12pk / 12oz Bottles,4.0,bought pack whim im glad varieti drink great price even le discount liquor store ill definit get,Variety Value,bought pack whim im glad varieti drink great price even le discount liquor store ill definit get varieti valu seagram escap malt beverag varieti pack pk oz bottl seagram,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.6486,1,1
Seagram's,Seagram's174 Escapes Malt Beverage Variety Pack - 12pk / 12oz Bottles,5.0,vrti good,Line,vrti good line seagram escap malt beverag varieti pack pk oz bottl seagram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0.4404,1,0
Seagram's,Seagram's174 Escapes Malt Beverage Variety Pack - 12pk / 12oz Bottles,4.0,jamaican happi,Enjoy there flavors,jamaican happi enjoy flavor seagram escap malt beverag varieti pack pk oz bottl seagram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0.4939,1,0
Seagram's,Seagram's174 Escapes Malt Beverage Variety Pack - 12pk / 12oz Bottles,5.0,realli enjoy sam like send wild goo chase say avail none found even empti pallet,Tasty if you can find it,realli enjoy sam like send wild goo chase say avail none found even empti pallet tasti find seagram escap malt beverag varieti pack pk oz bottl seagram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0.6908,1,0
Apothic,Apothic174 Dark Red Blend - 750ml Bottle,5.0,buy apoth dark coupl year red blend choic smooth reason price,Best Red Blend for the price,buy apoth dark coupl year red blend choic smooth reason price best red blend price apoth dark red blend ml bottl apoth,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0.6369,1,0
RumChata,Rumchata174 Caribbean Rum - 750ml Bottle,5.0,rum chata great mix firebal caramel vodka,Very popular,rum chata great mix firebal caramel vodka popular rumchata caribbean rum ml bottl rumchata,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.7845,1,1
Sauza,Sauza174 Silver Tequila - 750ml Bottle,5.0,love brand tequila im margarita fan like make differ kind,"Love The Cucumber Chili, Wish It Wasn't Discontinued.",love brand tequila im margarita fan like make differ kind love cucumb chili wish wasnt discontinu sauza silver tequila ml bottl sauza,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.9601,1,1
Corona Extra,Corona Extra174 Beer - 12pk / 12oz Bottles,5.0,love wouldnt mind drink,Beer,love wouldnt mind drink beer corona extra beer pk oz bottl corona extra,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.6369,1,1
Bud Light,Bud Light174 Lime Beer - 12pk / 12oz Cans,4.0,hot day near water cheapish beer bud light solid splash lime make light refresh choic target pack averagepr provid beverag enjoy particularli ladi,"Good, Cheap, Summer Lake Beer",hot day near water cheapish beer bud light solid splash lime make light refresh choic target pack averagepr provid beverag enjoy particularli ladi good cheap summer lake beer bud light lime beer pk oz can bud light,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0.7717,1,0
Absolut,Absolut174 Mandarin Vodka - 750ml Bottle,5.0,love vodka perfect screwdriv blend well juic interest citru blend use grapefruit juic,This Is Great!,love vodka perfect screwdriv blend well juic interest citru blend use grapefruit juic great absolut mandarin vodka ml bottl absolut,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.9524,1,1
Menage A Trois,Menage A Trois174 Red Blend - 750ml Bottle,5.0,weve drink wine one group buy regularli good wine afford price,One of our favorites,weve drink wine one group buy regularli good wine afford price one favorit menag troi red blend ml bottl menag troi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0.4404,1,0
Menage A Trois,Menage A Trois174 Red Blend - 750ml Bottle,4.0,never disappoint constant tast,Like an old friend,never disappoint constant tast like old friend menag troi red blend ml bottl menag troi,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.7881,1,0
Menage A Trois,Menage A Trois174 Red Blend - 750ml Bottle,5.0,delici blend wine give tri might surpris,A hidden gem,delici blend wine give tri might surpris hidden gem menag troi red blend ml bottl menag troi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0.0,1,0
Schmitt Sohne Family Wines,Schmitt Sohne174 Relax Riesling - 750ml Bottle,5.0,far best reisl ive ever love alway consist flavor go,Best Reisling!,far best reisl ive ever love alway consist flavor go best reisl schmitt sohn relax riesl ml bottl schmitt sohn famili wine,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.9477,1,1
