brand,name,reviews.rating,reviews.text,reviews.title,combined_text
Jim Beam,Jim Beam174 Bourbon Whiskey - 1.75l Bottle,5.0,Best tasteing and defenetly the smoothest around I love it!,smoothy,best tast defenetli smoothest around love smoothi jim beam bourbon whiskey l bottl jim beam
Jim Beam,Jim Beam174 Bourbon Whiskey - 1.75l Bottle,5.0,I always keep a bottle of Jim Bean in my liquor cabinet. Value for price is incredible and it mixes great.,Always in my liquor cabinet,alway keep bottl jim bean liquor cabinet valu price incred mix great alway liquor cabinet jim beam bourbon whiskey l bottl jim beam
Jim Beam,Jim Beam174 Bourbon Whiskey - 1.75l Bottle,5.0,This is our favorite mixed drink whiskey and sams has the best price on a handle. We'll be buying this again,Best price,favorit mix drink whiskey sam best price handl well buy best price jim beam bourbon whiskey l bottl jim beam
Jim Beam,Jim Beam174 Bourbon Whiskey - 1.75l Bottle,5.0,Best whiskey around and a price that can't be beat!!,Great product,best whiskey around price cant beat great product jim beam bourbon whiskey l bottl jim beam
Jim Beam,Jim Beam174 Bourbon Whiskey - 1.75l Bottle,4.0,to make manhattens,Very Reasonally Priced,make manhatten reason price jim beam bourbon whiskey l bottl jim beam
Jim Beam,Jim Beam174 Bourbon Whiskey - 1.75l Bottle,5.0,Best bourbon I have found...have toured distillery and love the brand..,One Fine Bourbon,best bourbon foundhav tour distilleri love brand one fine bourbon jim beam bourbon whiskey l bottl jim beam
Yellow Tail,Yellow Tail174 Cabernet Sauvignon - 1.5l Bottle Bottle,5.0,"I drink Yellow Tail because you can not buy a perfect wine for the price of this one, I JUST LOVE IT!!!!!!",It Is A Good Wine,drink yellow tail buy perfect wine price one love good wine yellow tail cabernet sauvignon l bottl bottl yellow tail
El Jimador,El Jimador174 Tequila Reposado - 750ml Bottle,5.0,I always buy this item at Walmart cause they always have it at a Great Price,Love,alway buy item walmart caus alway great price love el jimador tequila reposado ml bottl el jimador
Basil Hayden's,Basil Hayden's174 Bourbon - 750ml Bottle,5.0,"As a Scotch drinker, tasting Basil Hayden's for the first time changed my opinion of Bourbons. Now I enjoy both Scotch Bourbon with BH on the top of list for Bourbons!",Awesome Bourbon,scotch drinker tast basil hayden first time chang opinion bourbon enjoy scotch bourbon bh top list bourbon awesom bourbon basil hayden bourbon ml bottl basil hayden
Basil Hayden's,Basil Hayden's174 Bourbon - 750ml Bottle,5.0,Very tasty bourbon!,Love Basil Hayden's,tasti bourbon love basil hayden basil hayden bourbon ml bottl basil hayden
Basil Hayden's,Basil Hayden's174 Bourbon - 750ml Bottle,5.0,Basil Hayden was my gateway to world of Burbon. Ever since I have held its flavor profile as the gold standard when trying others on the market bit I always find myself coming back to my first love.,Flavorful With A Smooth Finish,basil hayden gateway world burbon ever sinc held flavor profil gold standard tri other market bit alway find come back first love flavor smooth finish basil hayden bourbon ml bottl basil hayden
Basil Hayden's,Basil Hayden's174 Bourbon - 750ml Bottle,5.0,Outstanding. Simply an outstanding beverage. Spicy and light with a comforting finish. A staple in my home bar rotation - I never let a bottle get near empty without backfilling it with a fresh one.,Spirit Of Choice,outstand simpli outstand beverag spici light comfort finish stapl home bar rotat never let bottl get near empti without backfil fresh one spirit choic basil hayden bourbon ml bottl basil hayden
Cook's California Champagne,Cook's174 Brut Champagne - 750ml Bottle,5.0,I love the Cooks champagne however I cannot drink the brut. Would love Extra dry to become available at Sams in Mobile AL.,Cooks Champagne,love cook champagn howev drink brut would love extra dri becom avail sam mobil al cook champagn cook brut champagn ml bottl cook california champagn
Menage A Trois,Menage A Trois174 Silk Red Blend - 750ml Bottle,5.0,"My favorite red wine has been Menage a Trois for a long time, and this SILK blend is even better than the regular blend. The price has remained affordable while the quality has remained consistently good for these red blends.",Very Drinkable,favorit red wine menag troi long time silk blend even better regular blend price remain afford qualiti remain consist good red blend drinkabl menag troi silk red blend ml bottl menag troi
Gallo,Barefoot174 Riesling - 1.5l Bottle Bottle,5.0,My mother turned me on to Barefoot Riesling a few years back and it had been a reflex to always choose it when given the option.,My Favourite Riesling,mother turn barefoot riesl year back reflex alway choos given option favourit riesl barefoot riesl l bottl bottl gallo
Davinci,Davinci174 Chianti - 750ml Bottle,5.0,Been trying to find a red wine with a smooth finish. This stuff is exactly what I was looking for.,Love,tri find red wine smooth finish stuff exactli look love davinci chianti ml bottl davinci
Sauza,Hornitos Reposado Tequila - 750ml,5.0,Perfect sipping tequila ... chilled and neat !,Excellente,perfect sip tequila chill neat excellent hornito reposado tequila ml sauza
Sauza,Hornitos Reposado Tequila - 750ml,5.0,Perfect sipping tequila ... chilled and neat !,Excellente,perfect sip tequila chill neat excellent hornito reposado tequila ml sauza
Sauza,Hornitos Reposado Tequila - 750ml,5.0,"My buddy ordered some shots of this stuff during a horns game. Frankly when it comes to tequila, I usually brace myself for a rough shot. Maybe I'm drinking the wrong stuff, because this was really easy to put back. No lingering aftertaste. Reasonably priced. Good value tequila if you're looking.",Solid tequila,buddi order shot stuff horn game frankli come tequila usual brace rough shot mayb im drink wrong stuff realli easi put back linger aftertast reason price good valu tequila your look solid tequila hornito reposado tequila ml sauza
Sauza,Hornitos Reposado Tequila - 750ml,5.0,Straight over ice.,One of my favorite!,straight ice one favorit hornito reposado tequila ml sauza
Pinnacle,Pinnacle174 Whipped Cream Flavored Vodka - 750ml Bottle,5.0,My drink of choice when I really want to enjoy my time alone.,Amazing Drink,drink choic realli want enjoy time alon amaz drink pinnacl whip cream flavor vodka ml bottl pinnacl
Pinnacle,Pinnacle174 Whipped Cream Flavored Vodka - 750ml Bottle,5.0,"Makes orange jello taste like creamsicle, strawberry taste like strawberries and cream, lemon taste like lemon meringue....I could go on and on....get some today!!",Makes The Best Jello Shots Ever!!,make orang jello tast like creamsicl strawberri tast like strawberri cream lemon tast like lemon meringuei could go onget today make best jello shot ever pinnacl whip cream flavor vodka ml bottl pinnacl
Pinnacle,Pinnacle174 Whipped Cream Flavored Vodka - 750ml Bottle,5.0,"Pinnacle has been making our Martini's in my family for many years. My late father discovered it years ago when someone said it's on par with that vodka that flys south for the winter, but at a very reasonable price. Try it, bet you'll love it too. Al","""the Best Jerry, The Best""",pinnacl make martini famili mani year late father discov year ago someon said par vodka fli south winter reason price tri bet youll love al best jerri best pinnacl whip cream flavor vodka ml bottl pinnacl
Pinnacle,Pinnacle174 Whipped Cream Flavored Vodka - 750ml Bottle,5.0,The whipped creme flavored vodka is fabulous. I keep it in the freezer and have a snifter of it when I want something smooth after dinner or as a night cap. Love it!,Pinnacle Whipped Bodka,whip creme flavor vodka fabul keep freezer snifter want someth smooth dinner night cap love pinnacl whip bodka pinnacl whip cream flavor vodka ml bottl pinnacl
Pinnacle,Pinnacle174 Whipped Cream Flavored Vodka - 750ml Bottle,5.0,"Everything is great about this product, cheap price, perfect taste. Mixing this flavor with just a soda makes it delicious.",Love this product!,everyth great product cheap price perfect tast mix flavor soda make delici love product pinnacl whip cream flavor vodka ml bottl pinnacl
Pinnacle,Pinnacle174 Whipped Cream Flavored Vodka - 750ml Bottle,5.0,"I love this vodka, I have been drinking vodka for many years, and this is by far one of the best, and my favorite vodka. I drink it regularly, usually with grape juice, but also with orange juice. We use it to make daiquiris, and many other frozen concoctions.",I Love This Stuff !!!!,love vodka drink vodka mani year far one best favorit vodka drink regularli usual grape juic also orang juic use make daiquiri mani frozen concoct love stuff pinnacl whip cream flavor vodka ml bottl pinnacl
Skinnygirl,Skinnygirl174 Original Margarita - 750ml Bottle,2.0,Just so so. Seems to be missing something. There are much better margarita mixes out there without all the additives this does not have.,So So,seem miss someth much better margarita mix without addit skinnygirl origin margarita ml bottl skinnygirl
Mirassou,Mirassou174 Pinot Noir - 750ml Bottle,4.0,Very good summer red. It's become our favorite reasonably priced wine that we enjoy on its own.,Smooth And Fruity.,good summer red becom favorit reason price wine enjoy smooth fruiti mirass pinot noir ml bottl mirass
Seagram's,Seagram's174 Escapes Malt Beverage Variety Pack - 12pk / 12oz Bottles,5.0,love all of the flavors. will be buying again. great for summer drinks,seagrams escapes,love flavor buy great summer drink seagram escap seagram escap malt beverag varieti pack pk oz bottl seagram
Seagram's,Seagram's174 Escapes Malt Beverage Variety Pack - 12pk / 12oz Bottles,4.0,"I bought this pack on a whim and I'm so glad I did. There is a variety of drinks for a great price, even less than the discount liquor store! I'll definitely get this again!",Variety Value,bought pack whim im glad varieti drink great price even le discount liquor store ill definit get varieti valu seagram escap malt beverag varieti pack pk oz bottl seagram
Seagram's,Seagram's174 Escapes Malt Beverage Variety Pack - 12pk / 12oz Bottles,5.0,Vrty good,Line,vrti good line seagram escap malt beverag varieti pack pk oz bottl seagram
Seagram's,Seagram's174 Escapes Malt Beverage Variety Pack - 12pk / 12oz Bottles,4.0,Jamaican me happy,Enjoy there flavors,jamaican happi enjoy flavor seagram escap malt beverag varieti pack pk oz bottl seagram
Seagram's,Seagram's174 Escapes Malt Beverage Variety Pack - 12pk / 12oz Bottles,5.0,Really enjoy these but SAMs likes to send you on wild goose chases saying available and none to be found not even the empty pallet,Tasty if you can find it,realli enjoy sam like send wild goo chase say avail none found even empti pallet tasti find seagram escap malt beverag varieti pack pk oz bottl seagram
Apothic,Apothic174 Dark Red Blend - 750ml Bottle,5.0,We have been buying Apothic Dark for a couple of years now. It is our Red Blend of Choice. Very Smooth and very reasonably priced.,Best Red Blend for the price,buy apoth dark coupl year red blend choic smooth reason price best red blend price apoth dark red blend ml bottl apoth
Apothic,Apothic174 Dark Red Blend - 750ml Bottle,3.0,Decent table wine for the price. Bend that is on the sweeter side of the spectrum.,pretty good,decent tabl wine price bend sweeter side spectrum pretti good apoth dark red blend ml bottl apoth
RumChata,Rumchata174 Caribbean Rum - 750ml Bottle,5.0,Rum Chata is great when mixed with Fireball or Caramel Vodka,Very popular,rum chata great mix firebal caramel vodka popular rumchata caribbean rum ml bottl rumchata
Sauza,Sauza174 Silver Tequila - 750ml Bottle,5.0,Love this brand of tequila. I'm a Margarita fan and like to make different kinds,"Love The Cucumber Chili, Wish It Wasn't Discontinued.",love brand tequila im margarita fan like make differ kind love cucumb chili wish wasnt discontinu sauza silver tequila ml bottl sauza
